280.0	0.0	299.0	490.0	149.0	33.0	26.0
280.0	0.0	299.0	490.0	149.0	33.0	26.0
280.0	0.0	299.0	490.0	149.0	33.0	26.0
280.0	0.0	299.0	490.0	149.0	33.0	26.0
280.0	0.0	299.0	490.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
280.0	0.0	299.0	491.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
279.0	0.0	299.0	493.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
284.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
282.0	0.0	299.0	492.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
283.0	0.0	299.0	495.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
282.0	780.0	299.0	489.0	149.0	33.0	26.0
280.0	929.0	299.0	497.0	149.0	33.0	26.0
280.0	929.0	299.0	497.0	149.0	33.0	26.0
280.0	929.0	299.0	497.0	149.0	33.0	26.0
280.0	929.0	299.0	497.0	149.0	33.0	26.0
280.0	929.0	299.0	497.0	149.0	33.0	26.0
280.0	929.0	299.0	497.0	149.0	33.0	26.0
280.0	929.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
279.0	959.0	299.0	497.0	149.0	33.0	26.0
276.0	971.0	299.0	497.0	149.0	33.0	26.0
276.0	971.0	299.0	497.0	149.0	33.0	26.0
